Company,Location_HQ,Industry,Laid_Off_Count,Date,Source,List_of_Employees_Laid_Off,Funds_Raised,Stage,Date_Added,Country,Percentage
Snaptravel,Toronto,Travel,,2020-07-16 00:00:00,https://www.fastcompany.com/90528345/how-this-travel-startup-became-profitable-during-the-pandemic,Unknown,22.4,Series A,2020-07-17 03:14:17,Canada,
Optimizely,SF Bay Area,Marketing,60,2020-07-15 00:00:00,https://techcrunch.com/2020/07/15/benchmark-backed-optimizely-confirms-it-has-laid-off-15-percent-of-staff/,Unknown,251.2,Series D,2020-07-16 15:38:45,United States,0.15
Skyscanner,Edinburgh,Travel,300,2020-07-14 00:00:00,https://layoffs.fyi/2020/08/12/skyscanner-launches-talent-directory-after-laying-off-300-employees/,Unknown,197.2,Acquired,2020-07-14 22:41:24,United Kingdom,0.2
Vox Media,Washington D.C.,Media,,2020-07-14 00:00:00,https://www.cnbc.com/2020/07/14/vox-media-preparing-round-of-layoffs-due-to-coronavirus-business-impact.html,Unknown,307.6,Series F,2020-07-15 03:35:52,United States,
Yelp,SF Bay Area,Consumer,63,2020-07-13 00:00:00,https://www.cnbc.com/2020/07/13/yelp-will-bring-back-most-of-its-1100-furloughed-employees-next-month.html,Unknown,56.0,Post-IPO,2020-07-13 21:02:49,United States,
Bizongo,Mumbai,Logistics,140,2020-07-10 00:00:00,https://www.startupnews.fyi/post/bizongo-lays-off-140-employees-to-cut-costs,Unknown,70.0,Series C,2020-07-13 16:54:59,India,
Zilingo,Singapore,Retail,100,2020-07-09 00:00:00,https://zilingotrade.com/en-th/blog/BLGCOMPANYANNOUNCEMENT,Unknown,307.0,Series D,2020-07-09 19:25:14,Singapore,0.12
PaySense,Mumbai,Finance,40,2020-07-09 00:00:00,https://tech.economictimes.indiatimes.com/news/startups/naspers-owned-payu-lays-off-staff-at-credit-lending-unit-paysense/76872229,Unknown,25.6,Acquired,2020-07-10 02:00:18,India,
Funding Circle,SF Bay Area,Finance,85,2020-07-08 00:00:00,https://www.altfi.com/article/6790_funding-circle-joins-bounce-back-loan-scheme-as-it-cuts-us-headcount-by-85,Unknown,746.0,Post-IPO,2020-07-09 17:27:35,United States,
OnDeck,New York City,Finance,,2020-07-08 00:00:00,https://debanked.com/2020/07/layoffs-at-ondeck/,Unknown,1200.0,Post-IPO,2020-07-13 16:47:40,United States,
The Wing,New York City,Real Estate,56,2020-07-01 00:00:00,https://commercialobserver.com/2020/07/the-wing-lays-off-another-56-employees/,Unknown,117.0,Series C,2020-07-09 17:33:42,United States,
Sharethrough,SF Bay Area,Marketing,18,2020-07-01 00:00:00,https://blog.sharethrough.com/post/adapting-to-covid-19-evolving-to-a-unified-revenue-team-at-sharethrough,Unknown,38.0,Series D,2020-07-02 03:34:32,United States,
Kongregate,SF Bay Area,Media,12,2020-07-01 00:00:00,https://www.forbes.com/sites/lizlanier/2020/07/01/kongregate-shift-in-focus-brings-layoffs-closes-portal-to-new-games/#148558087323,Unknown,19.0,Series C,2020-07-03 01:22:34,United States,
Havenly,Denver,Consumer,5,2020-07-01 00:00:00,https://businessden.com/2020/07/01/havenly-begins-to-rehire-after-pandemic-cuts-wont-reopen-retail-locations/,Unknown,57.8,Series C,2020-07-02 03:38:28,United States,
G2,Chicago,Marketing,17,2020-06-30 00:00:00,https://www.americaninno.com/chicago/inno-news-chicago/layoffs-at-g2-as-the-tech-company-cuts-costs-during-covid/,Unknown,100.8,Series C,2020-07-01 20:00:24,United States,0.05
Hired,SF Bay Area,Recruiting,,2020-06-30 00:00:00,https://www.bizjournals.com/sanfrancisco/news/2020/07/08/ppp-loan-startups-laid-off-employees-bay-area-sf.html,Unknown,132.0,Series D,2020-07-09 17:31:52,United States,
Katerra,SF Bay Area,Construction,400,2020-06-29 00:00:00,https://www.theinformation.com/articles/softbank-backed-katerra-lays-off-more-than-400-employees,Unknown,1300.0,Series E,2020-06-30 15:49:37,United States,0.07
Bounce,Bengaluru,Transportation,130,2020-06-29 00:00:00,https://inc42.com/buzz/bounce-lays-off-130-employees-as-covid-19-impact-hits-mobility-startup/,Unknown,214.2,Series D,2020-06-30 15:56:18,India,0.22
Argo AI,Munich,Transportation,100,2020-06-29 00:00:00,https://www.theinformation.com/briefings/58401b,Unknown,3600.0,Unknown,2020-06-29 18:01:38,Germany,
Bossa Nova,SF Bay Area,Retail,61,2020-06-29 00:00:00,https://www.post-gazette.com/business/tech-news/2020/06/29/Bossa-Nova-Robotics-autonomous-robots-layoffs-furloughs-terminations/stories/202006290098,Unknown,101.6,Unknown,2020-06-30 15:44:23,United States,
New Relic,Portland,Infrastructure,20,2020-06-29 00:00:00,https://www.bizjournals.com/portland/news/2020/06/29/layoffs-at-new-relic-as-company-combines-2-enginee.html,Unknown,214.5,Post-IPO,2020-06-30 16:00:12,United States,
Engine eCommerce,Fayetteville,Retail,,2020-06-28 00:00:00,https://talkbusiness.net/2020/06/after-raising-millions-fayetteville-startup-headed-by-john-james-goes-dark/,Unknown,4.0,Unknown,2020-07-09 17:36:00,United States,1.0
Byton,SF Bay Area,Transportation,,2020-06-27 00:00:00,https://www.chinatechnews.com/2020/06/27/26636-byton-us-office-to-cut-staff-by-end-of-june,Unknown,1200.0,Series C,2020-06-29 17:54:35,United States,
Sprinklr,New York City,Support,,2020-06-25 00:00:00,https://layoffs.fyi/2020/06/26/official-sprinklr-layoff-list-surfaces/,Unknown,228.0,Series F,2020-06-26 02:42:33,United States,
GoDaddy,Austin,Marketing,451,2020-06-24 00:00:00,https://domainnamewire.com/2020/06/24/godaddy-plans-layoffs-and-is-closing-austin-offices/,Unknown,,Post-IPO,2020-06-25 05:21:17,United States,0.06
Sonos,New York City,Consumer,174,2020-06-24 00:00:00,https://www.cnbc.com/2020/06/24/sonos-says-its-cutting-12percent-of-global-employees-because-of-covid-19.html,Unknown,455.2,Post-IPO,2020-06-25 04:51:19,United States,0.12
OYO,Dallas,Travel,,2020-06-24 00:00:00,https://skift.com/2020/06/25/oyo-will-lay-off-most-of-its-furloughed-u-s-employees/,Unknown,3200.0,Series F,2020-07-09 17:29:07,United States,
Gojek,Jakarta,Transportation,430,2020-06-23 00:00:00,https://layoffs.fyi/2020/08/06/gojek-creates-talent-directory-following-430-person-layoff/,Unknown,4800.0,Series F,2020-06-23 22:28:36,Indonesia,0.09
ScaleFactor,Austin,Finance,90,2020-06-23 00:00:00,https://www.forbes.com/sites/davidjeans/2020/06/23/scalefactor-fintech-startup-shuts-down-bessemer-coatue-canaan/#2bef45cf4901,Unknown,103.0,Series C,2020-06-23 23:45:23,United States,0.9
Dark,SF Bay Area,Product,6,2020-06-23 00:00:00,https://layoffs.fyi/2020/06/29/programming-service-dark-releases-layoff-list/,Unknown,3.0,Seed,2020-06-29 14:46:47,United States,1.0
Intuit,SF Bay Area,Finance,715,2020-06-22 00:00:00,https://intuitblog.com/news-social/a-message-from-intuit-ceo-sasan-goodarzi-to-intuit-employees/,Unknown,18.0,Post-IPO,2020-06-22 22:14:03,United States,0.07
WeWork,London,Real Estate,200,2020-06-19 00:00:00,https://www.wired.co.uk/article/wework-redundancies-uk-restructure,Unknown,19500.0,Series H,2020-06-27 18:14:22,United Kingdom,
Atlas Obscura ,New York City,Media,15,2020-06-18 00:00:00,https://www.poynter.org/?locally=atlas-obscura-laid-off-15-including-five-in-editorial-the-company-confirmed-to-poynter,Unknown,32.0,Series B,2020-06-23 20:46:51,United States,
Navi,Bengaluru,Finance,40,2020-06-17 00:00:00,https://inc42.com/buzz/sachin-bansals-navi-general-insurance-lays-off-40-employees/,Unknown,582.0,Private Equity,2020-06-20 22:24:58,India,0.25
PaisaBazaar,Gurugram,Finance,1500,2020-06-16 00:00:00,https://thetechportal.com/2020/06/16/policybazaar-paisabazaar-lay-offs/,Unknown,496.0,Series G,2020-06-16 23:16:58,India,0.5
Grab,Singapore,Transportation,360,2020-06-16 00:00:00,https://layoffs.fyi/2020/06/24/official-grab-layoff-list-released-following-360-person-layoff/,Unknown,9900.0,Series I,2020-06-16 13:43:48,Singapore,0.05
Splunk,SF Bay Area,Data,70,2020-06-16 00:00:00,https://www.bloomberg.com/news/articles/2020-06-17/splunk-joins-tech-s-belt-tightening-with-plan-to-shed-staff,Unknown,40.0,Post-IPO,2020-06-18 22:48:46,United States,0.01
Redox,Madison,Healthcare,44,2020-06-16 00:00:00,https://theredoxpodcast.podbean.com/e/22-layoffs/,Unknown,50.0,Series C,2020-06-23 13:59:23,United States,0.25
Conga,Denver,Data,,2020-06-15 00:00:00,https://layoffs.fyi/2020/06/23/conga-lays-off-11-following-merger-with-apptus/,Unknown,117.0,Acquired,2020-06-23 15:02:23,United States,0.11
Stockwell AI,SF Bay Area,Retail,,2020-06-15 00:00:00,https://layoffs.fyi/2020/06/18/stockwell-ai-is-shutting-down-on-july-1/,Unknown,10.0,Series B,2020-06-16 03:47:17,United States,1.0
Uber,Amsterdam,Transportation,225,2020-06-12 00:00:00,https://www.dutchnews.nl/news/2020/06/uber-cuts-amsterdam-workforce-by-15-some-200-jobs-to-go/,Unknown,24700.0,Post-IPO,2020-06-27 18:25:05,Netherlands,0.25
SynapseFI,SF Bay Area,Finance,63,2020-06-12 00:00:00,https://www.forbes.com/sites/jeffkauflin/2020/06/15/fintech-startup-synapse-lays-off-nearly-50-of-full-time-staff/#6a6f57b0300e,Unknown,50.0,Series B,2020-06-13 03:44:18,United States,0.48
ScaleFocus,Sofia,Infrastructure,120,2020-06-11 00:00:00,https://seenews.com/news/bulgarias-scalefocus-lays-off-10-of-workforce-report-702279,Unknown,,Unknown,2020-06-11 23:23:49,Bulgaria,0.1
Branch,New York City,Retail,3,2020-06-11 00:00:00,https://techcrunch.com/2020/06/11/covid-19-nearly-killed-this-office-furniture-startup-turning-to-home-offices-may-save-it/,Unknown,2.0,Seed,2020-06-11 23:18:07,United States,0.27
Her Campus Media,Boston,Media,10,2020-06-10 00:00:00,https://www.weny.com/story/42228087/college-life-will-never-be-the-same-this-media-company-is-documenting-the-change,Unknown,,Unknown,2020-06-10 23:13:19,United States,0.18
Integrate.ai,Toronto,Support,26,2020-06-09 00:00:00,https://integrate.ai/blog/integrateai-restructuring-in-response-to-new-market-realities,Unknown,39.6,Unknown,2020-06-30 16:09:12,Canada,
The Athletic,SF Bay Area,Media,46,2020-06-05 00:00:00,https://www.axios.com/the-athletic-layoffs-pay-cuts-fa15a80d-47b7-46a5-a08f-3e7eba558f30.html,Unknown,139.0,Series D,2020-06-05 21:06:51,United States,0.08
Ethos Life,SF Bay Area,Finance,18,2020-06-05 00:00:00,https://coverager.com/layoffs-at-ethos/,Unknown,106.0,Series C,2020-06-06 03:14:59,United States,0.14
Lastline,SF Bay Area,Security,50,2020-06-04 00:00:00,https://techcrunch.com/2020/06/04/vmware-lastline-staff-cuts/,Unknown,52.0,Series C,2020-06-04 22:28:19,United States,0.4
Builder,Los Angeles,Product,39,2020-06-04 00:00:00,https://www.businessinsider.com/engineerai-builderai-layoffs-14-percent-staff-2020-6,Unknown,29.0,Series A,2020-06-04 22:26:27,United States,0.14
Outdoorsy,SF Bay Area,Transportation,,2020-06-04 00:00:00,https://techcrunch.com/2020/06/04/as-americans-look-to-escape-this-peer-to-peer-rv-rental-startup-is-happy-to-accommodate-them/,Unknown,75.0,Series C,2020-06-04 22:47:50,United States,
Monzo,London,Finance,120,2020-06-03 00:00:00,https://layoffs.fyi/2020/07/21/monzo-launches-layoff-list-amid-multiple-rounds-of-layoffs/,Unknown,324.0,Series F,2020-06-03 21:53:48,United Kingdom,0.08
Kitty Hawk,SF Bay Area,Aerospace,70,2020-06-03 00:00:00,https://techcrunch.com/2020/06/03/kitty-hawk-ends-flyer-program-shifts-focus-to-once-secret-autonomous-aircraft/,Unknown,1.0,Unknown,2020-06-03 23:28:41,United States,
SpotHero,Chicago,Transportation,40,2020-06-03 00:00:00,https://www.americaninno.com/chicago/inno-news-chicago/spothero-cuts-40-employees-in-second-round-of-pandemic-related-layoffs/,Unknown,117.0,Series D,2020-06-03 23:23:51,United States,0.21
Credit Sesame,SF Bay Area,Finance,22,2020-06-03 00:00:00,https://www.businessinsider.com/credit-sesame-layoffs-credit-business-trouble-2020-6,Unknown,120.0,Series F,2020-06-04 17:45:27,United States,0.14
Circ,Berlin,Transportation,100,2020-06-02 00:00:00,https://techcrunch.com/2020/06/02/bird-shuts-down-circ-operations-in-middle-east-scraps-as-many-as-10000-scooters/,Unknown,55.0,Acquired,2020-06-03 23:27:10,Germany,
Rivian,Detroit,Transportation,40,2020-06-02 00:00:00,https://www.theverge.com/2020/6/2/21278019/rivian-layoffs-new-chief-operating-officer-harley-davidson,Unknown,3100.0,Private Equity,2020-06-03 13:19:55,United States,0.02
Fundbox,SF Bay Area,Finance,14,2020-06-02 00:00:00,https://www.geektime.com/following-layoffs-management-pay-cuts-fundbox-raises-another-20-million/,Unknown,453.0,Series C,2020-06-02 22:42:19,United States,0.15
Descartes Labs,Santa Fe,Data,12,2020-06-02 00:00:00,https://www.santafenewmexican.com/news/local_news/descartes-labs-seeks-750-000-state-loan-to-make-lease-payments/article_b0f7eeaa-a4e6-11ea-8b9a-f34e580504e1.html,Unknown,58.0,Series B,2020-06-03 23:25:29,United States,0.16
MakerBot,New York City,Consumer,12,2020-06-02 00:00:00,Internal memo,Unknown,10.0,Acquired,2020-06-02 17:25:26,United States,
Stitch Fix,SF Bay Area,Retail,1400,2020-06-01 00:00:00,https://www.cnbc.com/2020/06/01/stitch-fix-is-laying-off-1400-in-california-18percent-of-workforce.html,Unknown,79.0,Post-IPO,2020-06-02 03:59:18,United States,0.18
MakeMyTrip,Gurugram,Travel,350,2020-06-01 00:00:00,https://www.livemint.com/companies/news/covid-19-lockdown-makemytrip-to-lay-off-10-of-its-workforce-as-revenues-hit-11591008074698.html,Unknown,548.0,Post-IPO,2020-06-03 13:15:29,India,0.1
CrowdStreet,Portland,Real Estate,24,2020-06-01 00:00:00,https://www.oregonlive.com/silicon-forest/2020/06/crowdstreet-portland-real-estate-funding-startup-lays-off-a-fifth-of-its-staff.html,Unknown,24.0,Series C,2020-06-02 03:55:41,United States,0.22
Brex,SF Bay Area,Finance,62,2020-05-29 00:00:00,https://layoffs.fyi/2020/06/01/brex-laid-off-62-employees-to-prioritize-building-over-growing/,Unknown,732.0,Series C,2020-05-29 21:16:18,United States,0.15
Loftium,Seattle,Real Estate,32,2020-05-29 00:00:00,https://www.seattletimes.com/business/real-estate/seattle-based-airbnb-rental-startup-loftium-misses-its-own-rent-payments-slashes-staff-as-coronavirus-undercuts-business/,Unknown,17.0,Series A,2020-05-29 22:39:07,United States,0.6
BookMyShow,Mumbai,Consumer,270,2020-05-28 00:00:00,https://www.cnbctv18.com/business/270-bookmyshow-employees-either-laid-off-or-furloughed-18-of-total-workforce-impacted-worldwide-6022801.htm,Unknown,224.0,Unknown,2020-05-28 17:49:53,India,0.18
TrueCar,Los Angeles,Transportation,219,2020-05-28 00:00:00,https://labusinessjournal.com/news/2020/jun/01/truecar-lays-30-staff/,Unknown,340.0,Post-IPO,2020-05-29 01:55:32,United States,0.3
StubHub,SF Bay Area,Consumer,200,2020-05-28 00:00:00,https://layoffs.fyi/2020/06/22/stubhub-shifts-200-of-its-furloughed-employees-into-permanent-layoffs-2/,Unknown,19.0,Acquired,2020-06-18 15:31:55,United States,
Culture Amp,Melbourne,HR,36,2020-05-28 00:00:00,https://www.smh.com.au/business/small-business/tech-unicorn-culture-amp-lays-off-staff-as-growth-halves-20200528-p54x9d.html,Unknown,157.0,Series E,2020-05-28 22:38:43,Australia,0.08
The Sill,New York City,Retail,20,2020-05-28 00:00:00,https://www.inc.com/emily-canal/the-sill-houseplants-sales-flourish-coronavirus-pandemic.html,Unknown,7.0,Series A,2020-05-29 02:05:34,United States,0.25
Instructure,Salt Lake City,Education,150,2020-05-27 00:00:00,https://philonedtech.com/instructure-restructure-significant-layoffs-hitting-canvas-side-of-the-business/,Unknown,89.0,Acquired,2020-05-27 21:54:42,United States,0.12
Ebanx,Curitiba,Finance,62,2020-05-27 00:00:00,https://exame.com/pme/comeca-uma-era-mais-pe-no-chao-para-as-startups-diz-fundador-do-ebanx/,Unknown,30.0,Unknown,2020-06-01 03:39:18,Brazil,0.08
Uber,Bengaluru,Transportation,600,2020-05-26 00:00:00,https://www.reuters.com/article/us-india-uber-layoffs/uber-cuts-600-jobs-in-india-as-lockdown-hits-business-idUSKBN2320S3,Unknown,24700.0,Post-IPO,2020-05-26 13:56:21,India,0.23
Bluprint,Denver,Education,137,2020-05-26 00:00:00,https://businessden.com/2020/05/27/nbcuniversal-shutting-down-bluprint-formerly-known-as-craftsy/,Unknown,108.0,Acquired,2020-05-27 17:07:47,United States,1.0
Acorns,Portland,Finance,50,2020-05-26 00:00:00,https://techcrunch.com/2020/05/29/amid-unprecedented-growth-on-its-platform-acorns-cuts-roles-and-shuts-down-an-office/,Unknown,207.0,Unknown,2020-05-30 03:45:49,United States,
CarDekho,Gurugram,Transportation,200,2020-05-25 00:00:00,https://entrackr.com/2020/05/exclusive-cardekho-lays-off-200-employees-goes-for-pay-cuts/,Unknown,247.0,Series D,2020-05-26 22:13:20,India,
Teamwork,Cork,Other,21,2020-05-22 00:00:00,https://www.thecurrency.news/articles/17754/not-the-time-for-venture-capital-teamwork-rules-out-raising-vc-money-as-tech-valuations-fall,Unknown,,Unknown,2020-05-24 17:04:37,Ireland,
Cvent,Washington D.C.,Marketing,400,2020-05-21 00:00:00,https://www.eventmanagerblog.com/cvent-layoffs,Unknown,146.0,Acquired,2020-05-22 15:16:07,United States,0.1
PickYourTrail,Chennai,Travel,70,2020-05-21 00:00:00,https://www.cnbctv18.com/travel/pickyourtrail-realigns-business-will-enter-domestic-travel-market-5968711.htm,Unknown,3.0,Series A,2020-09-14 16:26:06,India,0.35000000000000003
Glitch,New York City,Product,18,2020-05-21 00:00:00,https://www.theverge.com/2020/5/22/21268007/glitch-layoffs-substantial-number-coding-platform-union,Unknown,30.0,Series A,2020-05-22 23:41:32,United States,0.36
Kapten / Free Now,Paris,Transportation,,2020-05-21 00:00:00,https://layoffs.fyi/2020/07/22/french-ride-hailing-startup-kapten-releases-layoff-list/,Unknown,100.0,Acquired,2020-05-28 14:17:33,France,
Ola,Bengaluru,Transportation,1400,2020-05-20 00:00:00,https://techcrunch.com/2020/05/20/indian-ride-hailing-firm-ola-cuts-1400-jobs/,Unknown,3800.0,Series J,2020-05-20 13:48:08,India,0.35000000000000003
Samsara,SF Bay Area,Logistics,300,2020-05-20 00:00:00,https://layoffs.fyi/2020/05/21/samsara-lays-off-300-employees-launches-public-alumni-directory/,Unknown,530.0,Series F,2020-05-20 17:51:28,United States,0.18
Stay Alfred,Spokane,Travel,221,2020-05-20 00:00:00,https://www.spokanejournal.com/local-news/stay-alfred-closes-its-doors-permanently/,Unknown,62.0,Series B,2020-05-21 22:42:57,United States,1.0
SoFi,SF Bay Area,Finance,112,2020-05-20 00:00:00,https://www.businessinsider.com/sofi-cut-7-percent-staff-quarterely-performance-reviews-2020-5,Unknown,2500.0,Private Equity,2020-05-20 21:23:08,United States,0.07
ShareChat,Bengaluru,Marketing,101,2020-05-20 00:00:00,https://economictimes.indiatimes.com/small-biz/startups/newsbuzz/sharechat-lays-off-101-employees-as-advertising-market-tanks/articleshow/75838995.cms,Unknown,222.0,Series D,2020-05-20 13:52:46,India,0.25
Intercom,SF Bay Area,Support,39,2020-05-20 00:00:00,https://layoffs.fyi/2020/07/09/intercom-creates-official-layoff-list-after-laying-off-39/,Unknown,240.0,Series D,2020-05-20 23:34:12,United States,0.06
Livspace,Bengaluru,Retail,450,2020-05-19 00:00:00,https://tech.economictimes.indiatimes.com/news/startups/livspace-lays-off-450-employees-as-lockdown-hurts-operations/75823519,Unknown,157.0,Series D,2020-05-19 14:40:12,India,0.15
Pollen,London,Travel,69,2020-05-19 00:00:00,https://techcrunch.com/2020/05/19/pollen-layoffs-and-furloughs/,Unknown,88.0,Series B,2020-05-19 23:18:09,United Kingdom,0.31
Dotscience,London,Product,10,2020-05-19 00:00:00,https://layoffs.fyi/2020/05/22/devops-startup-dotscience-shuts-down/,Unknown,,Unknown,2020-05-20 17:54:16,United Kingdom,1.0
Divvy,Salt Lake City,Finance,,2020-05-19 00:00:00,LinkedIn,Unknown,252.0,Series C,2020-05-19 21:58:16,United States,
Uber,SF Bay Area,Transportation,3000,2020-05-18 00:00:00,https://layoffs.fyi/2020/05/18/uber-lays-off-3000-more-employees-on-top-of-the-3700-laid-off-earlier-this-month/,Unknown,24700.0,Post-IPO,2020-05-18 15:28:24,United States,0.13
Agoda,Singapore,Travel,1500,2020-05-18 00:00:00,https://layoffs.fyi/2020/05/24/agoda-laid-off-1500-employees-launches-public-alumni-directory/,Unknown,,Acquired,2020-05-19 01:16:07,Singapore,0.25
Swiggy,Bengaluru,Food,1100,2020-05-18 00:00:00,https://www.nytimes.com/reuters/2020/05/18/technology/18reuters-india-swiggy-layoffs.html,Unknown,1600.0,Series I,2020-05-18 14:15:14,India,0.14
WeWork,New Delhi,Real Estate,100,2020-05-18 00:00:00,https://www.newindianexpress.com/business/2020/may/18/tough-step-needed-for-sustainable-structure-wework-india-lays-off-20-per-cent-staff-amid-covid-19-2144959.html,Unknown,19500.0,Series H,2020-05-19 04:25:11,India,0.2
Rubrik,SF Bay Area,Infrastructure,57,2020-05-18 00:00:00,https://www.bizjournals.com/sanfrancisco/news/2020/04/16/exclusive-a-comprehensive-guide-to-locallayoffs.html,Unknown,553.0,Series E,2020-06-25 02:31:20,United States,
Intapp,SF Bay Area,Legal,45,2020-05-18 00:00:00,https://news.bloomberglaw.com/us-law-week/intapp-cuts-5-of-workforce-due-to-coronavirus-crisis,Unknown,,Private Equity,2020-05-19 04:27:05,United States,0.05
Checkmarx,Tel Aviv,Security,,2020-05-18 00:00:00,"https://www.calcalistech.com/ctech/articles/0,7340,L-3824253,00.html",Unknown,92.0,Acquired,2020-05-23 16:06:13,Israel,
Datera,SF Bay Area,Infrastructure,,2020-05-18 00:00:00,https://blocksandfiles.com/2020/05/18/datera-funding-round-layoffs/,Unknown,63.0,Series C,2020-05-18 22:01:52,United States,0.1
Magicbricks,Noida,Real Estate,250,2020-05-17 00:00:00,https://www.livemint.com/companies/start-ups/job-losses-mount-in-small-startups-unicorns-11589738073416.html,Unknown,300.0,Unknown,2020-05-19 14:44:22,India,
Zomato,Gurugram,Food,520,2020-05-15 00:00:00,https://layoffs.fyi/2020/06/18/zomato-layoff-list-continues-trend-of-company-launched-talent-directories/,Unknown,914.0,Series J,2020-05-15 14:34:57,India,0.13
Lendingkart,Ahmedabad,Finance,500,2020-05-15 00:00:00,https://officechai.com/news/lendingkart-lays-off-500-employees-50-workforce-sources/,Unknown,200.0,Unknown,2020-05-15 15:37:45,India,0.5
Lattice,SF Bay Area,HR,16,2020-05-15 00:00:00,LinkedIn,Unknown,49.0,Series C,2020-05-29 22:26:02,United States,0.1
Masse,New York City,Retail,,2020-05-15 00:00:00,https://shopmasse.com/home/index.html,Unknown,3.0,Seed,2020-05-20 22:45:26,United States,1.0
Cruise,SF Bay Area,Transportation,150,2020-05-14 00:00:00,https://www.theverge.com/2020/5/14/21259001/cruise-gm-layoff-self-driving-unit-recruiting-product-design,Unknown,5300.0,Acquired,2020-05-14 19:22:15,United States,0.08
Quartz,New York City,Media,80,2020-05-14 00:00:00,https://www.nytimes.com/2020/05/14/business/media/quartz-to-lay-off-80-employees.html,Unknown,,Acquired,2020-05-14 20:19:54,United States,0.4
Integral Ad Science,New York City,Marketing,70,2020-05-14 00:00:00,https://www.wsj.com/articles/ad-verification-firm-integral-ad-science-laying-off-nearly-10-of-workforce-11589481652,Unknown,116.0,Acquired,2020-05-14 22:15:08,United States,0.1
Ridecell,SF Bay Area,Transportation,35,2020-05-14 00:00:00,https://layoffs.fyi/2020/05/19/sf-based-ridecell-laid-off-35-employees-half-of-whom-are-engineers/,Unknown,73.0,Series B,2020-05-19 06:04:44,United States,0.15
Veem,SF Bay Area,Finance,30,2020-05-14 00:00:00,https://www.economist.com/business/2020/05/16/silicon-valley-in-the-pandemic,Unknown,69.0,Unknown,2020-05-15 04:00:25,United States,
Sift,SF Bay Area,Security,,2020-05-14 00:00:00,LinkedIn,Unknown,106.0,Series D,2020-05-29 22:30:26,United States,
Workfront,Salt Lake City,Marketing,,2020-05-14 00:00:00,LinkedIn,Unknown,375.0,Series C,2020-05-14 21:56:58,United States,
Deliv,SF Bay Area,Retail,669,2020-05-13 00:00:00,https://www.mercurynews.com/2020/05/15/ccalifornia-unemployment-layoff-rock-delivery-startup-ymca-uber-ross-ui-edd-tech-job-economy/,Unknown,80.0,Series C,2020-05-07 23:15:15,United States,1.0
Mercos,Joinville,Sales,51,2020-05-13 00:00:00,https://www.linkedin.com/pulse/decis%C3%A3o-mais-dif%C3%ADcil-dos-%C3%BAltimos-10-anos-tiago-brandes/,Unknown,2.0,Unknown,2020-05-13 21:39:50,Brazil,0.4
Kickstarter,New York City,Finance,25,2020-05-13 00:00:00,https://www.theverge.com/2020/5/13/21257585/kickstarter-layoffs-employees-union-negotiations-severance,Unknown,10.0,Unknown,2020-05-13 21:38:18,United States,0.18
Intersect,Toronto,Product,19,2020-05-13 00:00:00,https://betakit.com/intersect-ceo-departs-company-following-recent-layoffs/,Unknown,,Acquired,2020-05-13 21:17:43,Canada,0.11
Mode Analytics,SF Bay Area,Data,17,2020-05-13 00:00:00,https://www.linkedin.com/posts/dereksteer_today-we-made-the-difficult-decision-to-part-activity-6666425220007628800-Nneq/,Unknown,46.0,Series C,2020-05-13 21:09:31,United States,
BetterCloud,New York City,Security,,2020-05-13 00:00:00,LinkedIn,Unknown,111.0,Series E,2020-05-14 17:55:07,United States,
WeFit,Hanoi,Fitness,,2020-05-13 00:00:00,https://beamstart.com/content/127302/Vietnamese_startup_WeFit_files_for_bankruptcy,Unknown,1.0,Seed,2020-05-14 00:12:54,Vietnam,1.0
Zymergen ,SF Bay Area,Other,,2020-05-13 00:00:00,LinkedIn,Unknown,574.0,Series C,2020-05-29 22:27:49,United States,0.1
Stone,Sao Paulo,Finance,1300,2020-05-12 00:00:00,https://www.reuters.com/article/us-stoneco-layoff/brazilian-card-processor-stoneco-lays-off-20-of-workforce-1300-employees-idUSKBN22O31N,Unknown,,Post-IPO,2020-05-13 21:12:23,Brazil,0.2
Zeus Living,SF Bay Area,Real Estate,73,2020-05-12 00:00:00,https://www.businessinsider.com/zeus-living-cuts-50-of-staff-after-raising-a-downround-2020-5,Unknown,79.0,Series B,2020-05-12 23:27:18,United States,0.5
Mixpanel,SF Bay Area,Data,65,2020-05-12 00:00:00,https://www.bizjournals.com/sanfrancisco/news/2020/05/12/sf-analytics-company-yc-graduate-cuts-65-obs.html?iana=hpmvp_sfbt_news_headline,Unknown,77.0,Series B,2020-05-13 21:01:39,United States,0.19
Hireology,Chicago,Recruiting,36,2020-05-12 00:00:00,https://www.americaninno.com/chicago/inno-news-chicago/hireology-lays-off-17-of-its-staff/,Unknown,52.0,Series D,2020-05-13 17:08:23,United States,0.17
Top Hat,Toronto,Education,16,2020-05-12 00:00:00,https://betakit.com/top-hat-restructures-makes-staff-reductions-as-covid-19-affects-higher-education/,Unknown,104.0,Series D,2020-05-12 22:45:07,Canada,0.03
Datto,Norwalk,Infrastructure,,2020-05-12 00:00:00,https://www.channele2e.com/business/talent/data-protection-staff-cuts/,Unknown,100.0,Acquired,2020-05-13 17:06:11,United States,
Petal,New York City,Finance,,2020-05-12 00:00:00,https://layoffs.fyi/2020/05/18/credit-card-startup-petal-conducts-layoff/,Unknown,47.0,Series B,2020-05-15 04:42:43,United States,
